category,description,item_type,uom,unit_cost,sample_count,source
Plumbing & Drainage,Domestic - Stormwater - Connection to Street,Lab,each,499.2,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Stormwater - Drainage Point,Lab,each,468.0,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Stormwater Pit,Lab,each,468.0,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Temper Valve,Lab,each,192.4,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Toilet - Connection,Lab,each,457.6,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Toilet - Drainage Point,Lab,each,800.8,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Vanity - Connection,Lab,each,457.6,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Vanity - Drainage Point,Lab,each,800.8,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Water feed - Fridge,Lab,each,91.52,1,Carberry 2025 x1.04
Plumbing & Drainage,Downpipes - Quality - including connection and underground stormwater,Lab,each,572.0,1,Carberry 2025 x1.04
Plumbing & Drainage,Plumber to make safe/ underslab drainage etc,Lab,each,5720.0,1,Carberry 2025 x1.04
Plumbing - Fixtures & Fittings,See Attached Spreadsheet,Mat,PC,18946.72,1,Carberry 2025 x1.04
Plumbing - Gas,Gas supply - complete - copper - in house - l2m run to hotplate or heater - 15mm & 20mm diamete,Lab,each,483.12,1,Carberry 2025 x1.04
Plumbing - Gas,Hot Water Systems - Rinnai Infinity 26 Gas Instantaneous - 24/26Ltr,Mat,each,1362.4,1,Carberry 2025 x1.04
Pool,Add a pool ledge to the western wall of the pool shell. Full length of the pool and a continuation of the second step,MatLab,Ea,1536.97,1,Benecia 2022-23 x1.17
Pool,Astral CA340 filter with glass media,Mat,each,1116.82,1,Benecia 2022-23 x1.17
Pool,Astral P320 variable speed pump with 3 year warranty,Mat,each,1808.18,1,Benecia 2022-23 x1.17
Pool,CPR Sign,Mat,each,26.58,1,Benecia 2022-23 x1.17
Pool,Concrete pool shell,MatLab,m2,9997.25,1,Benecia 2022-23 x1.17
Pool,Concrete pump,Eq,Allowance,1170.0,1,Benecia 2022-23 x1.17
Pool,"Coordination and management on site with trades and engineer, correspondence, find supplier for stainless steel dowel.",Lab,Hour,76.05,1,Benecia 2022-23 x1.17
Pool,Electrical works including pool light timer,Sub,Allowance,1.17,1,Benecia 2022-23 x1.17
Pool,Enclosure for pool equipment with liftable lid for maintenance access,Mat,m2,3029.45,2,Benecia 2022-23 x1.17
Pool,Glass to include being coated with Enduro Shield,Sub,each,1.17,1,Benecia 2022-23 x1.17
Pool,"Installation of pool pump, heater and equipment",Mat,each,1021.08,1,Benecia 2022-23 x1.17
Pool,Magnapool Minerals 10kg,Mat,each,744.54,1,Benecia 2022-23 x1.17
Pool,Matronics DB2 robot with 3 year warranty,Mat,each,2233.65,1,Benecia 2022-23 x1.17
Pool,"PC Allowance, pool coping and waterline tiles",Mat,Allowance,2170.29,1,Benecia 2022-23 x1.17
Pool,"Pebblecrete. Standard Pebble, LAGUNA, (Turquoise Water )",Sub,Allowance,4041.18,2,Benecia 2022-23 x1.17
Pool,Pool Brush,Mat,each,30.84,1,Benecia 2022-23 x1.17
Pool,Pool Scoop,Mat,each,30.84,1,Benecia 2022-23 x1.17
Pool,Pool blanket Daisy 525 Titanium Green,Mat,each,904.09,1,Benecia 2022-23 x1.17
Pool,Pool blanket roller Eilite rollers,Mat,each,882.82,1,Benecia 2022-23 x1.17
Pool,Pool fencing temporary hire,Eq,Allowance,235.77,1,Benecia 2022-23 x1.17
Pool,Pool heater,Mat,each,8402.73,1,Benecia 2022-23 x1.17
Pool,"Pool interior at 10 Benecia Street, Wavell Heights. COLOUR – Jade glass bead",Mat,Allowance,7124.13,1,Benecia 2022-23 x1.17
Pool,Pump out Pool,Mat,ea,76.05,1,Benecia 2022-23 x1.17
Pool,Slab for pool equipment enclosure,MatLab,m2,187.2,2,Benecia 2022-23 x1.17
Pool,"Spa electrics lights builders kit - 2 buckets, 2 trims, 2 lights, 2 cables, 50Kwatt transformer",Mat,each,691.35,1,Benecia 2022-23 x1.17
Pool,"Stainless steel dowel connections around pool, recommended by the engineer, supplied and installed",Mat,each,1001.53,1,Benecia 2022-23 x1.17
Pool,Supply and install glass pool fencing.,Sub,each,16520.4,1,Benecia 2022-23 x1.17
Pool,Telescopic pool pole 8 - 16 ft,Mat,each,41.48,1,Benecia 2022-23 x1.17
Pool,"Tiling labour, copping and waterline tiles",Lab,lm,4486.95,1,Benecia 2022-23 x1.17
Pool,Zodiac EXO mid IQ chlorinator with 3 year warranty,Mat,each,2340.0,1,Benecia 2022-23 x1.17
Pool Pergola,"Allowance to core holes into existing piers for stirrups as per engineers notes. No allowance for new piers, concrete cutting and disposal or earthworks.",Sub,Allowance,209.0,2,Constitution 2024-25 x1.10
Pool Pergola,"Ceiling sheets, 9mm weatherproof board, grooves facing down. Run East to West",Mat,m2,82.5,1,Constitution 2024-25 x1.10
Pool Pergola,Fascia 240x31,Mat,lm,60.5,1,Constitution 2024-25 x1.10
Pool Pergola,Labour to Undercoat Timber,Lab,ea,51.28,1,Constitution 2024-25 x1.10
Pool Pergola,"Labour to build pergola frame including posts, bearers, rafters and roof battens and fascia",Lab,Hour,77.57,1,Constitution 2024-25 x1.10
Pool Pergola,"Painting labour, paint supplies and consumables. 1x coat oil primer, 2x top coat",MatLab,Allowance,81.52,1,Constitution 2024-25 x1.10
Pool Pergola,R1 170X45 DRESSED F17 HWD,Mat,lm,35.11,1,Constitution 2024-25 x1.10
Pool Pergola,RB2 240X70 DRESSED F17 HWD. Allowed for 2/240x35,Mat,lm,1023.0,1,Constitution 2024-25 x1.10
Pool Pergola,Roof batten 45x70 F8 Pine,Mat,lm,40.72,1,Constitution 2024-25 x1.10
Pool Pergola,Set out and mark out pergola position,Lab,Hour,80.44,1,Constitution 2024-25 x1.10
Pool Pergola,"Supply ""T Blade"" Timber post stirrups to engineer details",Mat,ea,1033.21,1,Constitution 2024-25 x1.10
Pool Pergola,Supply and install balustrade as per architects details,MatLab,lm,81.57,1,Constitution 2024-25 x1.10
Pool Pergola,"Supply and install roof. Including R2.0 ceiling insulation blanket, Klip Lok roof sheets, gutter, barge roll and edge protection",MatLab,m2,121.86,1,Constitution 2024-25 x1.10
Pool Pergola,Supply and install valance as per architects details,MatLab,lm,67.84,1,Constitution 2024-25 x1.10
Pool Pergola,TP1 & TP2 125X125 3m F14 HWD POST CCA TREATED,Mat,ea,1562.8,1,Constitution 2024-25 x1.10
Preliminaries,Concrete Slab X-ray,Mat,ea,464.4,2,Hilda 2021-22 x1.29
Preliminaries,Consultation with engineer for changes of structural elements,Lab,ea,83.85,1,Hilda 2021-22 x1.29
Preliminaries,"Coordination and management of trades, quantities and suppliers. Consultation with engineer",Lab,Hour,76.05,1,Benecia 2022-23 x1.17
Preliminaries,Engineering fees for inspections,Mat,Ea,524.1,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Preliminaries,"Engineering fees for inspections. Footings, slabs, Masonry, Framing, site consultation",Sub,Ea,583.0,1,Constitution 2024-25 x1.10
Preliminaries,Engineering inspection credit that has been paid by clients,Mat,each,444.6,1,Benecia 2022-23 x1.17
Preliminaries,Fees - Private Certifier/ Fees Building/ Fees Water/ all Inspections,Lab,each,5356.38,1,Carberry 2025 x1.04
Preliminaries,Fees - Residential survey fees - identification/ mark boundaires/ setout building/ certificate,Lab,each,4960.99,1,Carberry 2025 x1.04
Preliminaries,Identification Survey Boundary,Sub,ea,2805.75,1,Hilda 2021-22 x1.29
Preliminaries,Labour to manage and coordinate air-conditioning installation.,Lab,Allowance,99.0,1,Constitution 2024-25 x1.10
Preliminaries,Labour to manage and coordinate works.,Mat,Hour,99.0,1,Constitution 2024-25 x1.10
Preliminaries,Labour to set up scaffold for flood light installation and to manage and coordinate works.,Lab,Allowance,99.0,1,Constitution 2024-25 x1.10
Preliminaries,Management and coordination for variation 1,Mat,Hour,99.0,1,Constitution 2024-25 x1.10
Preliminaries,Pre existing property cover insurance policy,Sub,each,2671.8,1,Benecia 2022-23 x1.17
Preliminaries,Project management,Mat,ea,87.95,5,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Preliminaries,Project management,Lab,Hour,99.0,1,Constitution 2024-25 x1.10
Preliminaries,Project management and coordination,Lab,Hour,99.0,5,Constitution 2024-25 x1.10
Preliminaries,Project management for electrical variation and security system contractor,Lab,Allowance,99.0,1,Constitution 2024-25 x1.10
Preliminaries,Public liability and construction Insurance,Mat,Ea,5265.0,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Preliminaries,"QBCC Home Owners Warranty Insurance policy. For renovations, alterations, additions, repairs, extensions, or the construction of a related roofed building such as a shed, carport or similar, or the construction of a swimming pool",Mat,ea,5164.38,4,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Preliminaries,QLeave. The total levy rate from 1 July 2020 is 0.575%.,Mat,Ea,5327.7,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Preliminaries,Site Establishment and Finalisation on Completion,MatLab,ea,80.55,1,Constitution 2024-25 x1.10
Preliminaries,Site Labourer,Lab,Week,74.0,1,Benecia 2022-23 x1.17
Preliminaries,Site Visit/ Design/ Documentation/ Inspections - Fees - Per Project large,Lab,Job,5148.0,1,Carberry 2025 x1.04
Preliminaries,Stamp duty,Mat,each,264.51,1,Benecia 2022-23 x1.17
Preliminaries,"Workplace Health and Safety, systems and management, site signage",Mat,Ea,97.33,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Renderer,"Acrylic Render Finishes. Tinted to colour and texture finish, to be confirmed. Applied to block retaining wall, to the right side of the garage,",Sub,m2,115.5,2,Constitution 2024-25 x1.10
Renderer,"Acrylic Render Finishes. Tinted to colour and texture finish, to be confirmed. Applied to block retaining walls around lower level, back and entry side of the garage block wall, new garage bulk heads external only, front stair sides and front fence.",Sub,m2,3385.2,1,Benecia 2022-23 x1.17
Renderer,Rendering allowance not required,Mat,Allowance,2653.56,1,Benecia 2022-23 x1.17
Roof Framing,Allowance for crane hire to lift trusses onto top plates.,Mat,Allowance,396.27,2,Constitution 2024-25 x1.10
Roof Framing,Ceiling Frame Labour,Lab,ea,77.22,1,Constitution 2024-25 x1.10
Roof Framing,Labour to install box gutter and aircon duct.,Lab,Hour,79.41,1,Constitution 2024-25 x1.10
Roof Framing,Labour to install timber roof truss system as per manufacturers specifications. Including fascia,Lab,Hour,68.02,1,Constitution 2024-25 x1.10
Roof Framing,Supply fascia to match existing,Mat,lm,33.0,1,Constitution 2024-25 x1.10
Roof Framing,Supply timber trusses as per manufacturers specifications.,Mat,m2,2003.33,1,Constitution 2024-25 x1.10
Roofing,1 x Lowset & 6 x Highset Temporary Downpipes,Sub,Allowance,86.43,1,Constitution 2024-25 x1.10
Roofing,4 x temporary downpipes,Sub,each,7.02,1,Benecia 2022-23 x1.17
Roofing,Design for box gutter by hydraulic engineer,Sub,Allowance,1320.0,1,Constitution 2024-25 x1.10
Roofing,Replace gutter on existing roof with new Colorbond 150 Quad gutter on spikes,Sub,m2,198.0,1,Constitution 2024-25 x1.10
Roofing,"Replace guttering on two bay windows. Mini sized, 100mm quad gutter in Surfmist (Smaller version of the current house guttering)",MatLab,Allowance,90.44,1,Benecia 2022-23 x1.17
Roofing,Standard Rain Heads x 2 installed from builders scaffolding,Sub,Allowance,1066.4,1,Constitution 2024-25 x1.10
Roofing,Supply & install .42 BMT colourbond & Clear (incl anticon/ fascia/ gutter/ barges/ battens/ flashing etc),Lab,m2,156.0,1,Carberry 2025 x1.04
Roofing,Supply and Install 80mm Anticon LW Building Blanket (extension only),Sub,Allowance,3161.94,1,Constitution 2024-25 x1.10
Roofing,Supply and install 4 new whirley birds,MatLab,Allowance,1094.5,1,Constitution 2024-25 x1.10
Roofing,Supply and install 60mm Anticon blanket (extension only),Sub,Allowance,2155.84,1,Benecia 2022-23 x1.17
Roofing,"Supply and install Great Barrier Leaf System to all eaves gutters on upper level and mesh to box gutters, by sub contractor as per quote.",Sub,Allowance,2380.4,1,Constitution 2024-25 x1.10
Roofing,"Supply and install. Colorbond Metal guttering, roof batten, safety batten, corrugated zincalume to match existing, Roll top ridge, valleys, flashings and barges, Bird wire installed  along guttering to new roof",Sub,Allowance,9598.48,1,Constitution 2024-25 x1.10
Roofing,"Supply and install. Metal guttering, roof batten, safety batten, corrugated zincalume to match existing, Roll top ridge, valleys, flashings and barges, Bird wire installed  along guttering",Sub,Allowance,1331.2,1,Benecia 2022-23 x1.17
SIDE AND REAR FENCES,BACK FENCE,Sub,ea,2169.19,2,Hilda 2021-22 x1.29
SIDE AND REAR FENCES,"CONCRETE - RETAINING WALL UNDER FRONT STAIRS, SLEEPERS AND GRAVEL",Mat,ea,103.7,1,Hilda 2021-22 x1.29
SIDE AND REAR FENCES,DRIVEWAY RETAINING WALL,Mat,ea,89.24,1,Hilda 2021-22 x1.29
SIDE AND REAR FENCES,SIDE FENCE,Sub,ea,11847.84,2,Hilda 2021-22 x1.29
SILICONE WORK AND CAULKING,CAULKING TO SKIRTING AND SHELVES,Sub,ea,45.61,1,Hilda 2021-22 x1.29
SILICONE WORK AND CAULKING,PREP WORK FOR SILICONE,Lab,ea,58.05,1,Hilda 2021-22 x1.29
SILICONE WORK AND CAULKING,SILICONE,Mat,ea,15.57,1,Hilda 2021-22 x1.29
SILICONE WORK AND CAULKING,Supply and installed polyurethane to exterior.,Sub,ea,14.13,1,Hilda 2021-22 x1.29
SILICONE WORK AND CAULKING,Supply and installed silicone to around of the perimeter,Sub,ea,6.39,1,Hilda 2021-22 x1.29
SILICONE WORK AND CAULKING,Supply and installed silicone to interior.,Sub,ea,6.39,1,Hilda 2021-22 x1.29
Security system,"OPTION 2 included, Additional Camera in Carport.",Sub,each,696.15,1,Benecia 2022-23 x1.17
Security system,"OPTION 4 included, CCTV Viewing Monitor",Sub,each,416.52,1,Benecia 2022-23 x1.17
Security system,"OPTION included, Keypad to open gate from street side.",Sub,each,905.17,1,Benecia 2022-23 x1.17
Security system,SECURITY SYSTEM. Keypad to open gate from street side.,Sub,each,905.17,1,Benecia 2022-23 x1.17
Security system,"Supply and install,  Aiphone Video Intercom System",Sub,Allowance,1755.0,1,Benecia 2022-23 x1.17
Security system,"Supply and install, Dahua CCTV System",Sub,Allowance,1976.13,1,Benecia 2022-23 x1.17
Silicone work on completion,Silicone caulking to finish floor to skirtings,Sub,lm,614.9,1,Constitution 2024-25 x1.10
Site Cleaning and waste removal,Progressive site clean and skip bins for rubbish removal. All building refuse to be discarded from site,MatLab,Ea,133.25,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Site Cleaning and waste removal,"Site Laborer, miscellaneous jobs on site, moving materials, unloading deliveries, progressive site cleaning",Lab,Ea,70.03,1,Constitution 2024-25 x1.10
Site Cleaning and waste removal,Skip bins for rubbish removal during the project,Sub,Ea,797.59,1,Constitution 2024-25 x1.10
Site Establishment,Domestic - Final Builders Clean - Dwelling up to 3 Stories,Lab,m2,8.01,1,Carberry 2025 x1.04
Site Establishment,Floor / Wall Protection - Ram Board 1.15 x 960mm x 30.5m Pre-Tapped,Mat,30m2 Roll,104.0,1,Carberry 2025 x1.04
Site Establishment,Scaffolding,Lab,Allowance,14560.0,1,Carberry 2025 x1.04
Site Establishment,Setout Site Profiles (install & removal),Mat,each,390.0,1,Carberry 2025 x1.04
Site Establishment,Site & Safety Sign,Mat,each,91.52,1,Carberry 2025 x1.04
Site Establishment,Site Fencing - Erosion Silt Barrier Personalised - up to 30m (supply & install),Mat,each,693.26,1,Carberry 2025 x1.04
Site Establishment,Site Fencing - Mesh Panels 1800 high - up to 35m (up to 6 months),Mat,each,640.22,1,Carberry 2025 x1.04
Site Establishment,Site Toilet - Chemical Freshwater Flush (Cleaned Fortnightly),Mat,per month,228.8,1,Carberry 2025 x1.04
Site Establishment,Site Toilet - Delivery & Pickup,Mat,each,156.0,1,Carberry 2025 x1.04
Site Establishment,Site Toilet - Restock Fee,Mat,each,72.8,1,Carberry 2025 x1.04
Site Establishment,Tempory Power Pole - Electricity & Tariff Fees,Mat,each,255.11,1,Carberry 2025 x1.04
Site Establishment,Tempory Power Pole - Optional Connection,Mat,each,125.84,1,Carberry 2025 x1.04
Site Establishment,Tempory Power Pole - Rental / week,Mat,week,52.0,1,Carberry 2025 x1.04
Site Establishment,Tempory Power Pole - Supply/ Install/ Removal,Mat,each,259.12,1,Carberry 2025 x1.04
Site Establishment,Truck - Waste Removal - Truck waste removal - per load - 11 tonne Bogie tipper truck - hard fill - per load,Lab,Load,1258.4,1,Carberry 2025 x1.04
Site Preparation,"Back fill retaining walls, pool base, 20mm aggregate per tonne, delivered  based on full 10m load",Mat,tonne,551.91,2,Benecia 2022-23 x1.17
Site Preparation,"Crusher Dust per tonne delivered, based on full 10m load.",Mat,tonne,280.8,2,Benecia 2022-23 x1.17
Site Preparation,Demolition prepare for house raise and move,Lab,Hour,76.18,1,Benecia 2022-23 x1.17
Site Preparation,"Dump fee's for clean bricks, pavers and concrete",Sub,m3,1181.58,2,Benecia 2022-23 x1.17
Site Preparation,Dump fee's for clean fill,Mat,m3,192.52,2,Benecia 2022-23 x1.17
Site Preparation,Labour to fill tank plinth with crusher dust,Mat,Hour,62.01,1,Benecia 2022-23 x1.17
Site Preparation,Labour to spot and work with machine,Lab,Hour,2978.8,2,Benecia 2022-23 x1.17
Site Preparation,"Machine, 4 ton combo/ posi combo",Sub,Hour,6526.4,2,Benecia 2022-23 x1.17
Site Preparation,SITE SET OUT AND CONSUMABLES,MatLab,ea,79.49,1,Benecia 2022-23 x1.17
Site Preparation,Stage two demolition,Mat,Hour,73.6,1,Benecia 2022-23 x1.17
Site Preparation,"Truck hire to remove m3 fill and m3 concrete, bricks and pavers",Sub,Hour,1174.15,2,Benecia 2022-23 x1.17
Site Preparation and Demolition,Concrete cutting saw hire,Mat,Allowance,274.58,1,Hilda 2021-22 x1.29
Site Preparation and Demolition,Coordination for 3x site meetings and run through with workers from River City Trees. Coordination with plumbers to rip out tree stumps,Lab,Hour,99.0,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,"Crusher dust, backfill aggregate, agi pipe, geofab, coreflute including delivery",MatLab,Allowance,156.39,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,Cut along length of driveway for plumbing work and stormwater outlets to street.,Lab,Hour,82.5,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,Cut up existing driveway and lower bathroom for shower waste,Lab,Hour,62.6,1,Hilda 2021-22 x1.29
Site Preparation and Demolition,Demolition as per demolition plans.,Lab,Hour,74.62,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,"Excavator/posi combo hire, tipper hire, dump fees, fuel allowance, attachments & extras to suit site condition requirements. PRICING TAKEN FROM COAST 2 COAST EARTHMOVING. account holders, Brisbane",Sub,Allowance,9260.31,2,Constitution 2024-25 x1.10
Site Preparation and Demolition,Garage door removal and disposal,MatLab,Hour,82.5,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,"Labour to spot and work with machine. Labour for hand excavation, mucking out / cleaning out cave ins and loose material before concrete pours. Base labour rate $75 p/h excluding mark up and gst",Lab,Hour,2361.25,2,Constitution 2024-25 x1.10
Site Preparation and Demolition,Lower level demolition,Lab,Hour,76.2,1,Hilda 2021-22 x1.29
Site Preparation and Demolition,"Machine and man to clean up site, dispose of excess fill and rubble, truck hire and disposal fees",MatLab,Allowance,260.27,1,Hilda 2021-22 x1.29
Site Preparation and Demolition,"Machine and man to excavate and remove existing posts and slabs, bore new footings, slab prep, driveway prep",MatLab,Allowance,261.82,1,Hilda 2021-22 x1.29
Site Preparation and Demolition,Mattress removal,Sub,Allowance,82.5,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,Progressive site set out for new works.,Lab,Hour,75.95,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,Removal and disposal of front hedge and trees down sides of the house,Mat,Allowance,3300.0,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,Remove split AC system,Sub,Allowance,645.0,1,Hilda 2021-22 x1.29
Site Preparation and Demolition,Stormwater silt barrier system,Mat,ea,7.38,1,Constitution 2024-25 x1.10
Site Preparation and Demolition,Upper level demolition,Lab,Hour,78.33,1,Hilda 2021-22 x1.29
Skylights,3 x Fixed skylight supply & fit,MatLab,Ea,411.14,1,Benecia 2022-23 x1.17
Skylights,"Replace solar tube with NLP 400mm Tubelight. Includes dome, one-piece metal flashing, 1.5m flexible light shaft, architrave and diffuser.",Sub,Ea,935.0,1,Constitution 2024-25 x1.10
Skylights,Supply and install. Keylite RWF 02 - 550 x 980mm supplied and installed. Includes custom one-piece metal flashing to suit Zincalume Custom Orb.,Sub,Ea,467.5,1,Constitution 2024-25 x1.10
Sleeper Retaining Walls,Retaining Walls - Retaining Wall - complete concrete sleeper w/t steel H post - 1000mm high,Lab,Lm,508.59,1,Carberry 2025 x1.04
Solar Power System,Deinstall / Remove: - 27 x Solar Panels - 27 x Enphase Micro Inverters - Solar Frame System - Tesla Powerwall and Backup Unit,Mat,Allowance,3135.0,1,Constitution 2024-25 x1.10
Solar Power System,Reinstall - 27 x Solar Panels - 27 x Enphase Micro Inverters - Solar Frame System - New AC cabling to new roof locations - Install Tesla Powerwall and Backup Unit in new location - Test & Commission,Mat,Allowance,2420.0,1,Constitution 2024-25 x1.10
Solar Power System,Solar system upgrade as per quote from RTN Electrical Services,Mat,Allowance,6899.2,1,Constitution 2024-25 x1.10
Stairs - Internal,Allowance - Per Tread,Lab,each,453.02,1,Carberry 2025 x1.04
Structural Steel,Bolts and fixings,Mat,ea,227.01,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Structural Steel,"Bolts, fixings, consumables",Mat,Allowance,17.12,1,Constitution 2024-25 x1.10
Structural Steel,Delivery,Mat,each,151.57,15,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Structural Steel,Delivery for hot dipped galvanised steel,Mat,Allowance,93.5,1,Constitution 2024-25 x1.10
Structural Steel,Hot dipped galvanised cross bracings,Mat,Ea,1178.45,1,Constitution 2024-25 x1.10
Structural Steel,Labour to fit Steel,Lab,Hour,82.5,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Structural Steel,SB 1 Primed,Mat,Ea,290.68,1,Constitution 2024-25 x1.10
Structural Steel,SB! Galvanised,Mat,Ea,376.29,1,Constitution 2024-25 x1.10
Structural Steel,SB2 Primed,Mat,Ea,1322.33,1,Constitution 2024-25 x1.10
Structural Steel,Site welding,MatLab,Hour,198.0,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Structural Steel,Steel columns,Mat,ea,812.76,1,Benecia 2022-23 x1.17
Structural Steel,Steel columns SC1 Duragal 3.5m,Mat,Ea,8586.55,1,Constitution 2024-25 x1.10
Structural Steel,Steel columns SC1 Duragal 6.8m,Mat,Ea,696.27,1,Constitution 2024-25 x1.10
Structural Steel,Steel columns SC1 Hot dipped galvanised 3.5m,Mat,Ea,273.21,1,Constitution 2024-25 x1.10
Structural Steel,Steel lifter hire,Mat,Allowance,571.08,1,Hilda 2021-22 x1.29
Structural Steel,Supply structural steel components including manufacturing and delivery to site,Mat,Allowance,2188.72,1,Hilda 2021-22 x1.29
Structural Steel,Tags for braces,Mat,Ea,27.5,1,Constitution 2024-25 x1.10
Supply - Balustrades,Balustrade - Tenons - Rail Fixings,Mat,each,2.39,1,Carberry 2025 x1.04
Supply - Balustrades,Balustrades - 68 X 19 Balustrade / Screening - Kwila,Mat,Lm,9.36,1,Carberry 2025 x1.04
Supply - Balustrades,Batten screws - Screws - Batten - 14g x 75mm Z/P,Mat,100/Box,27.04,1,Carberry 2025 x1.04
Supply - Balustrades,Bolts - Cupheads M12 (Galv.) - 150mm  (with Nut),Mat,each,2.99,1,Carberry 2025 x1.04
Supply - Balustrades,Kwila / Merbau - Merbau/Kwila - dressed kd - per metre - 90mm x 45mm,Mat,Lm,26.22,2,Carberry 2025 x1.04
Supply - Balustrades,Merbau/Kwila - dressed kd - per metre - 90mm x 45mm,Mat,Lm,26.22,1,Carberry 2025 x1.04
Supply - Balustrades,Merbau/Kwila - dressed kd - per metre - 90mm x 90mm,Mat,Lm,54.92,1,Carberry 2025 x1.04
Supply - Balustrades,Nails - Senco Finishing  50mm x 1.83mm,Mat,3000/Box,41.7,1,Carberry 2025 x1.04
Supply - Balustrades,Screws - Batten - 14g x 75mm Galv.,Mat,each,1.87,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Cyclone Rod - M12  Couplers Nut  ZP,Mat,each,0.62,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Cyclone Rod - M12  Hex Nut ZP,Mat,each,0.94,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Cyclone Rod - M12 x 3600mm (Galv.),Mat,each,11.23,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Cyclone Rod - M12 x 50 x 50 x 3mm - Sq Washer,Mat,each,0.31,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Nails - 45 X 2.5 Coil Nail (0-DEG-Plastic) Flat Head Ring Shank Gal / Coil 300,Mat,each,14.59,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Plywood - Bracing - 3050 x 1200 x 4.0mm F27,Mat,sheet,51.28,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Plywood - Bracing - 3050 x 900  x 4.0mm F27,Mat,sheet,38.46,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Screws - Coach - Coach - M12 x 50mm  Galv.,Mat,each,5.14,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Strapping - 1.0mm x 30 x 50mtr,Mat,each,36.82,1,Carberry 2025 x1.04
Supply - Bracing & Tie Down,Washers - Square - M12 50 x 50 x 3 (Galv.),Mat,each,0.42,1,Carberry 2025 x1.04
Supply - Cladding - Weatherboards,175 X 25 X 6 CCA H3 Treated Hardwood Weatherboard,Mat,Lm,14.08,1,Carberry 2025 x1.04
Supply - Cladding - Weatherboards,Nails - Bullethead 65 x 3.15mm Galv.,Mat,5kg,58.55,1,Carberry 2025 x1.04
Supply - Cladding - Weatherboards,Sealers Sika-Flex Pro Multipurpose (Grey),Mat,310ml,15.91,1,Carberry 2025 x1.04
Supply - Cladding - Weatherboards,Windows and Stops,Mat,Lm,5.12,1,Carberry 2025 x1.04
Supply - Decking,Decking Areas,Mat,m2,45.97,1,Carberry 2025 x1.04
Supply - Decking,Joist Protection - Protect-A-Deck PVC 50mm x 25m Roll,Mat,25m/Roll,22.36,1,Carberry 2025 x1.04
Supply - Decking,Screws - Quick Drive - 10G X 60 Quikdrive Screws Winged (Decking To Hardwood) - Galvanised / PK1000,Mat,each,197.26,1,Carberry 2025 x1.04
Supply - Decking,Spotted Gum - 86 x 19 P/Round Decking (Std & Better),Mat,Lm,11.04,1,Carberry 2025 x1.04
Supply - External Fibre Cement Ceilings,HardieFlex FC - 6 x 900 x 3000,Mat,sheet,40.98,1,Carberry 2025 x1.04
Supply - External Fibre Cement Ceilings,Nails - Fibre Cement  25 x 2.0mm Galv.,Mat,2kg,20.28,1,Carberry 2025 x1.04
Supply - External Fibre Cement Ceilings,Nails - Paslode Impulse TrimMaster 38mm Galv. (Angled) B20738,Mat,2000/Box,41.81,1,Carberry 2025 x1.04
